region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,comes_furnished,laundry_options,parking_options,state
augusta,900,apartment,1300,3,2,1,1,0,0,NA,NA,ga
holland,799,townhouse,864,2,1.5,1,1,1,0,w/d in unit,carport,mi
spokane / coeur d'alene,960,apartment,920,2,1,1,1,1,0,laundry in bldg,attached garage,id
lawrence,687,apartment,640,1,1,1,1,1,0,laundry in bldg,off-street parking,ks
monterey bay,1687,apartment,672,1,1,1,1,1,0,laundry on site,NA,ca
space coast,1166,apartment,1186,4,3,1,1,1,0,w/d hookups,off-street parking,fl
louisville,1279,apartment,1195,2,2,0,0,1,0,w/d hookups,NA,ky
fresno / madera,1401,apartment,1058,2,2,1,1,1,0,w/d in unit,carport,ca
grand rapids,715,apartment,288,0,1,1,1,0,1,laundry on site,NA,mi
norfolk / hampton roads,1587,apartment,1094,2,2,1,1,0,0,w/d in unit,attached garage,va
fayetteville,1125,apartment,834,1,1,1,1,1,1,w/d hookups,NA,nc
sioux city,795,apartment,696,1,1,1,1,1,0,laundry on site,NA,ia
south florida,2600,condo,1014,2,2,0,0,1,0,NA,NA,fl
delaware,1265,apartment,599,1,1,0,0,1,0,NA,NA,de
kennewick-pasco-richland,1424,apartment,1129,3,2,1,1,0,0,w/d in unit,NA,wa
odessa / midland,1828,apartment,759,1,1,1,1,1,0,w/d in unit,attached garage,tx
boise,1450,house,1450,4,2,0,0,1,0,w/d in unit,attached garage,id
madison,1225,apartment,1500,2,2,1,1,0,0,w/d in unit,attached garage,wi
south bend / michiana,684,apartment,828,1,1,1,1,1,0,laundry in bldg,off-street parking,in
oklahoma city,504,house,1534,3,2,0,0,1,0,NA,NA,ok
inland empire,1575,apartment,675,1,1,1,1,1,0,laundry on site,off-street parking,ca
oklahoma city,950,duplex,1200,3,2,1,1,1,0,laundry in bldg,attached garage,ok
phoenix,1550,apartment,1070,2,2,1,1,1,0,w/d in unit,carport,az
huntsville / decatur,799,apartment,1000,2,1.5,1,1,1,0,w/d in unit,off-street parking,al
tri-cities,700,house,1350,3,2,0,0,0,0,w/d in unit,carport,tn
detroit metro,795,apartment,725,1,1,1,1,1,0,laundry in bldg,carport,mi
hawaii,2300,apartment,1025,4,1.5,1,1,1,0,laundry on site,carport,hi
tulsa,870,apartment,740,1,1,1,1,1,0,w/d in unit,NA,ok
santa barbara,2200,apartment,612,1,1,1,0,0,0,laundry on site,off-street parking,ca
kennewick-pasco-richland,1700,house,2200,3,2.5,0,0,1,0,w/d in unit,attached garage,wa
glens falls,1547,apartment,900,2,1,0,0,1,0,laundry in bldg,off-street parking,ny
dallas / fort worth,1065,apartment,850,2,1,1,1,0,0,w/d hookups,off-street parking,tx
rhode island,2995,apartment,1228,3,2,1,1,1,0,w/d in unit,off-street parking,ri
boise,1350,apartment,650,1,1,1,1,1,1,w/d in unit,attached garage,id
jacksonville,975,apartment,1102,2,2,1,1,1,0,w/d hookups,off-street parking,nc
SF bay area,6850,house,2571,5,4,0,0,0,0,laundry on site,detached garage,ca
college station,1010,apartment,744,1,1,1,1,1,0,w/d in unit,NA,tx
tuscaloosa,675,townhouse,1016,2,2,1,1,0,1,w/d in unit,off-street parking,al
new orleans,805,apartment,627,0,1,1,1,1,0,w/d in unit,off-street parking,la
tallahassee,1195,apartment,1300,3,2,1,1,1,0,w/d hookups,off-street parking,fl
odessa / midland,2089,apartment,1263,2,2,1,1,1,0,w/d in unit,attached garage,tx
south jersey,1790,apartment,1225,2,2,0,0,1,0,w/d in unit,NA,nj
raleigh / durham / CH,1090,townhouse,827,2,1.5,1,1,1,0,w/d in unit,off-street parking,nc
boise,795,apartment,800,1,1,0,0,0,0,w/d in unit,carport,id
eastern NC,732,apartment,700,1,1,1,1,0,0,w/d hookups,carport,nc
cincinnati,750,apartment,105,4,1,0,0,1,0,NA,NA,oh
ithaca,1769,apartment,1310,3,2,1,0,0,0,w/d in unit,off-street parking,ny
fredericksburg,1198,apartment,848,2,2,1,1,1,0,w/d in unit,NA,va
champaign urbana,1190,apartment,990,2,2,0,0,0,1,w/d in unit,attached garage,il
corpus christi,1199,apartment,1140,2,2,1,1,0,0,laundry on site,off-street parking,tx
orlando,1100,apartment,648,1,1,0,0,1,0,NA,NA,fl
inland empire,1907,apartment,860,2,2,1,1,1,0,w/d in unit,NA,ca
atlanta,1088,apartment,1046,1,1.5,0,0,1,0,NA,NA,ga
los angeles,1825,apartment,975,2,1,1,1,1,0,laundry on site,NA,ca
lafayette,875,apartment,852,2,1,1,1,1,0,w/d hookups,off-street parking,la
portland,1511,apartment,1006,2,2,1,1,1,0,laundry on site,off-street parking,or
rochester,1970,apartment,1300,2,1,1,1,1,0,w/d hookups,NA,ny
reno / tahoe,1198,apartment,700,1,1,1,1,1,0,NA,carport,ca
minneapolis / st paul,1075,apartment,750,1,1,1,1,1,0,laundry in bldg,detached garage,mn
beaumont / port arthur,730,apartment,750,1,1,0,0,1,0,NA,NA,tx
lancaster,1195,apartment,551,1,1,1,1,1,0,NA,NA,pa
richmond,1199,townhouse,949,2,1.5,1,1,1,0,w/d hookups,off-street parking,va
baltimore,1750,apartment,1200,2,2,1,1,1,0,w/d in unit,off-street parking,md
columbia,690,apartment,964,2,2,1,1,1,0,NA,NA,sc
houma,534,apartment,550,1,1,0,0,1,0,NA,NA,la
raleigh / durham / CH,1450,house,1416,3,2.5,0,0,0,1,NA,NA,nc
little rock,589,apartment,820,2,1,1,1,1,0,laundry in bldg,NA,ar
columbus,1360,condo,1158,2,1.5,1,1,1,0,w/d hookups,off-street parking,oh
wichita,628,apartment,750,2,1,1,1,0,0,laundry on site,NA,ks
auburn,699,apartment,1013,3,1,1,1,1,0,NA,NA,al
"kansas city, MO",839,apartment,903,2,1,1,1,1,0,laundry in bldg,off-street parking,ks
SF bay area,2215,apartment,950,1,1,1,0,1,0,laundry in bldg,carport,ca
peoria,775,house,1500,3,1,0,0,1,0,w/d hookups,detached garage,il
richmond,1464,apartment,1125,2,2,1,1,0,1,w/d in unit,detached garage,va
denver,1350,apartment,655,0,1,1,1,0,0,w/d in unit,attached garage,co
"quad cities, IA/IL",990,house,1426,2,1.5,1,1,1,0,NA,detached garage,il
amarillo,642,apartment,743,2,1,1,1,0,0,laundry on site,off-street parking,tx
provo / orem,480,house,1819,3,2,0,1,1,0,NA,attached garage,ut
fayetteville,785,apartment,950,2,2,0,0,1,0,NA,NA,nc
seattle-tacoma,1817,apartment,1222,4,2,1,1,0,0,w/d in unit,attached garage,wa
kennewick-pasco-richland,821,apartment,782,2,1,1,1,1,0,laundry on site,NA,wa
chico,797,apartment,500,1,1,1,0,0,0,no laundry on site,street parking,ca
baton rouge,899,apartment,1307,3,1.5,1,1,1,0,w/d in unit,off-street parking,la
denver,1520,apartment,575,0,1,1,1,0,0,w/d in unit,attached garage,co
jonesboro,975,townhouse,1450,2,2.5,1,1,0,0,w/d in unit,NA,ar
memphis,540,house,1045,2,2,1,1,1,0,NA,NA,tn
milwaukee,1635,apartment,1065,2,2,0,0,0,0,w/d in unit,attached garage,wi
salem,1489,house,2175,4,2.5,1,1,1,0,w/d hookups,attached garage,or
orlando,1350,apartment,800,1,1,0,0,1,0,NA,NA,fl
indianapolis,619,apartment,626,1,1,0,0,1,0,NA,NA,in
charleston,1015,apartment,778,1,1,1,1,0,0,w/d hookups,off-street parking,sc
columbia / jeff city,845,apartment,477,0,1,1,1,1,1,w/d in unit,NA,mo
corvallis/albany,950,apartment,723,1,1,1,1,0,0,w/d in unit,carport,or
albuquerque,1395,house,1680,3,2,1,1,1,0,NA,NA,nm
austin,1735,apartment,1219,3,2,0,0,1,0,w/d hookups,off-street parking,tx
charlotte,845,apartment,750,1,1,1,1,1,0,w/d hookups,off-street parking,nc
northwest GA,1100,apartment,874,1,1,1,1,1,0,w/d in unit,off-street parking,ga
bismarck,1060,apartment,1080,3,2,0,0,0,0,w/d in unit,detached garage,nd
knoxville,929,apartment,1132,2,1,1,1,1,0,w/d hookups,off-street parking,tn
sioux falls / SE SD,836,apartment,1063,3,2,1,1,0,0,laundry in bldg,off-street parking,sd
tampa bay area,1105,apartment,650,1,1,1,1,1,0,w/d in unit,NA,fl
columbus,749,apartment,677,1,1,0,0,1,0,NA,NA,ga
albuquerque,650,apartment,634,1,1,1,1,1,0,laundry on site,carport,nm
pensacola,945,house,1552,4,2,1,1,1,1,w/d in unit,attached garage,fl
salt lake city,1605,apartment,1356,3,2,0,0,1,0,NA,NA,ut
ann arbor,989,apartment,700,2,1,1,1,1,0,laundry in bldg,NA,mi
seattle-tacoma,1815,apartment,662,1,1,1,1,1,0,w/d in unit,off-street parking,wa
atlanta,1035,apartment,1205,2,2,0,0,1,0,NA,NA,ga
san marcos,545,apartment,1320,4,2,1,1,1,1,w/d in unit,NA,tx
akron / canton,350,apartment,330,1,1,0,0,1,0,NA,street parking,oh
wausau,850,apartment,1000,3,2,1,1,0,0,w/d in unit,attached garage,wi
tyler / east TX,1020,manufactured,1152,3,2,1,1,1,0,w/d hookups,off-street parking,tx
wichita,523,apartment,625,1,1,1,1,0,0,laundry on site,NA,ks
oklahoma city,849,manufactured,1280,3,2,1,1,1,0,w/d hookups,off-street parking,ok
atlanta,1320,apartment,1450,2,2,1,1,0,0,w/d hookups,off-street parking,ga
huntsville / decatur,779,apartment,849,2,1,1,1,0,0,w/d in unit,NA,al
ventura county,1525,apartment,620,1,1,0,0,0,0,no laundry on site,street parking,ca
sacramento,1800,house,1400,3,2,1,1,1,0,NA,NA,ca
monterey bay,1450,flat,566,0,1,0,0,1,0,no laundry on site,street parking,ca
greensboro,2950,house,3370,5,4.5,1,1,0,0,w/d in unit,attached garage,nc
chattanooga,899,townhouse,810,2,1.5,1,1,1,0,w/d hookups,carport,tn
louisville,826,apartment,850,1,1,0,0,1,0,w/d in unit,off-street parking,ky
ann arbor,889,apartment,550,1,1,1,1,0,0,laundry in bldg,NA,mi
nashville,1380,apartment,1100,3,2,1,1,1,0,w/d in unit,NA,tn
panama city,1525,apartment,1132,2,2,0,0,1,0,NA,NA,fl
detroit metro,850,house,850,2,1,0,0,1,0,w/d in unit,off-street parking,mi
colorado springs,1368,apartment,798,1,1,1,1,1,0,w/d in unit,attached garage,co
birmingham,879,apartment,984,2,2,1,1,1,0,w/d hookups,NA,al
indianapolis,725,apartment,880,2,1.5,0,0,1,0,NA,NA,in
colorado springs,990,apartment,561,1,1,1,1,1,0,laundry in bldg,NA,co
tucson,1015,apartment,815,2,2,1,1,0,1,w/d in unit,carport,az
lakeland,1170,apartment,950,2,2,1,1,1,0,w/d in unit,NA,fl
sacramento,1265,apartment,828,2,1,1,1,1,0,laundry on site,carport,ca
san marcos,839,apartment,600,1,1,1,1,1,0,laundry on site,carport,tx
madison,1685,apartment,1074,1,1,1,1,0,0,w/d in unit,attached garage,wi
hawaii,1500,apartment,1000,1,1,1,1,0,1,w/d in unit,attached garage,hi
augusta,817,townhouse,1042,2,1.5,1,1,0,0,w/d hookups,NA,ga
"kansas city, MO",995,condo,775,1,1,0,0,0,0,w/d in unit,attached garage,ks
phoenix,1122,apartment,838,2,1,1,1,1,0,w/d in unit,carport,az
york,1100,apartment,1000,3,1,0,0,1,0,w/d in unit,off-street parking,pa
portland,1407,apartment,900,2,1,1,1,0,0,w/d in unit,attached garage,or
oneonta,750,manufactured,980,3,1,0,0,1,0,w/d hookups,detached garage,ny
san marcos,1479,apartment,1020,2,2,0,0,1,0,NA,NA,tx
lakeland,835,apartment,572,1,1,1,1,1,0,w/d in unit,NA,fl
bakersfield,1350,apartment,932,2,2,1,1,1,0,w/d in unit,NA,ca
anchorage / mat-su,1450,in-law,500,0,1,0,1,0,1,laundry in bldg,street parking,ak
ocala,850,apartment,2027,3,3,0,0,1,0,NA,NA,fl
lafayette / west lafayette,833,apartment,992,2,1,1,1,1,0,w/d in unit,off-street parking,in
gainesville,1664,apartment,1165,2,2,1,1,1,0,w/d in unit,NA,fl
lawrence,1095,apartment,1200,2,2,1,1,0,0,w/d in unit,attached garage,ks
bakersfield,850,duplex,1195,3,2,0,0,1,0,w/d hookups,off-street parking,ca
eugene,580,apartment,192,4,2,1,0,0,1,laundry in bldg,attached garage,or
eastern panhandle,1180,townhouse,1876,3,2.5,0,1,0,0,w/d in unit,attached garage,wv
charleston,1095,townhouse,1100,2,1.5,1,1,0,0,w/d hookups,off-street parking,sc
wilmington,1519,house,2186,3,2.5,1,1,1,0,w/d hookups,attached garage,nc
south jersey,1675,apartment,652,1,1,1,0,1,0,laundry in bldg,street parking,nj
philadelphia,1665,apartment,684,1,1,1,1,1,0,laundry in bldg,NA,pa
spokane / coeur d'alene,1140,apartment,984,2,2,1,1,1,0,w/d in unit,carport,id
jersey shore,1700,house,1426,2,2,0,0,1,0,w/d in unit,attached garage,nj
fayetteville,815,apartment,960,2,2,1,1,1,0,w/d in unit,NA,ar
lincoln,695,apartment,581,0,1,1,1,0,0,w/d in unit,street parking,ne
rochester,588,house,1678,3,2,0,0,1,0,w/d in unit,attached garage,ny
inland empire,1332,apartment,720,1,1,1,1,1,0,NA,NA,ca
fort collins / north CO,1270,apartment,870,2,1,1,1,0,0,w/d in unit,NA,co
corvallis/albany,895,apartment,500,1,1,0,0,0,0,laundry on site,off-street parking,or
madison,950,apartment,900,2,1,1,1,1,0,laundry in bldg,off-street parking,wi
anchorage / mat-su,2200,house,1526,3,2.5,1,1,0,0,w/d in unit,attached garage,ak
chattanooga,829,apartment,672,1,1,1,1,1,0,w/d hookups,street parking,tn
new orleans,1065,apartment,1022,2,2,1,1,1,0,w/d in unit,off-street parking,la
stockton,1465,apartment,1000,2,1,1,1,1,0,laundry on site,carport,ca
albany,1345,apartment,850,2,1,1,1,1,0,w/d hookups,off-street parking,ny
eugene,709,apartment,1060,4,2,1,1,0,1,w/d in unit,attached garage,or
"washington, DC",1505,apartment,795,1,1,1,1,1,0,w/d in unit,NA,dc
kennewick-pasco-richland,1050,apartment,1100,3,2,0,0,1,0,w/d in unit,NA,wa
odessa / midland,1698,apartment,684,1,1,1,1,1,0,w/d in unit,no parking,tx
hattiesburg,800,apartment,1132,1,1,1,1,1,0,w/d hookups,NA,ms
columbus,499,apartment,641,1,1,1,1,1,0,NA,NA,ga
gainesville,1555,apartment,921,1,1,1,1,1,0,w/d in unit,attached garage,fl
memphis,525,apartment,775,2,1,1,1,0,0,NA,NA,tn
zanesville / cambridge,550,apartment,912,2,1,1,0,0,0,w/d hookups,off-street parking,oh
salt lake city,1153,apartment,856,2,2,1,1,1,0,w/d hookups,carport,ut
san marcos,860,apartment,446,1,1,1,1,1,0,w/d in unit,NA,tx
western massachusetts,1250,apartment,1100,1,1,0,0,1,0,laundry on site,NA,ma
orange county,1620,apartment,700,1,1,1,1,1,0,laundry on site,NA,ca
killeen / temple / ft hood,925,apartment,820,2,1,1,1,0,1,w/d in unit,attached garage,tx
harrisonburg,490,apartment,1500,1,2,1,1,1,0,w/d in unit,off-street parking,va
savannah / hinesville,1039,apartment,1080,2,2,1,1,0,0,w/d hookups,carport,ga
muncie / anderson,850,house,2005,5,1.5,1,1,1,0,NA,NA,in
new haven,900,house,1224,2,2,1,1,0,0,w/d in unit,attached garage,ct
gulfport / biloxi,894,apartment,1150,2,2,0,0,1,0,NA,NA,ms
south florida,800,apartment,260,1,1,0,0,0,0,no laundry on site,street parking,fl
college station,800,apartment,810,2,1.5,1,1,1,0,laundry on site,off-street parking,tx
winston-salem,795,apartment,1248,3,2,1,1,1,0,w/d hookups,off-street parking,nc
winston-salem,750,apartment,1062,2,1.5,1,1,1,0,w/d hookups,off-street parking,nc
detroit metro,899,apartment,860,1,1,1,1,1,0,w/d in unit,detached garage,mi
san luis obispo,2565,apartment,1287,2,2.5,1,1,0,0,w/d hookups,off-street parking,ca
charleston,1141,apartment,1038,2,1.5,1,1,1,0,w/d hookups,street parking,sc
new haven,1610,apartment,775,1,1,1,1,0,0,w/d in unit,NA,ct
minneapolis / st paul,925,apartment,630,1,1,1,0,0,0,laundry in bldg,off-street parking,mn
monterey bay,2400,house,980,2,1,0,1,0,0,w/d hookups,carport,ca
lincoln,910,apartment,909,1,1,0,0,0,0,w/d in unit,NA,ne
springfield,795,apartment,837,2,1.5,1,1,1,0,w/d hookups,off-street parking,mo
inland empire,1570,apartment,704,1,1,1,1,1,0,w/d in unit,carport,ca
denver,980,apartment,649,1,1,1,1,1,0,NA,NA,co
annapolis,1315,apartment,805,1,1,1,1,1,0,w/d in unit,NA,md
albany,850,apartment,900,1,1,1,1,1,0,laundry in bldg,off-street parking,ny
dallas / fort worth,930,apartment,650,1,1,1,1,0,0,w/d hookups,carport,tx
fredericksburg,1255,apartment,890,2,1,1,1,1,0,w/d in unit,NA,va
fort collins / north CO,1310,apartment,870,2,1,1,1,0,0,w/d in unit,NA,co
wilmington,969,apartment,1014,2,2,1,1,1,0,w/d in unit,no parking,nc
fredericksburg,1025,apartment,1000,2,2,1,1,1,0,w/d in unit,off-street parking,va
salem,1516,apartment,1162,2,2,1,1,0,0,w/d in unit,NA,or
lansing,1190,apartment,1068,2,2,1,1,0,0,w/d in unit,NA,mi
new haven,1240,apartment,800,1,1,1,1,0,0,laundry in bldg,street parking,ct
delaware,1175,apartment,965,2,1.5,1,1,1,0,w/d in unit,off-street parking,de
manhattan,763,apartment,793,1,1,0,0,1,0,NA,NA,ks
space coast,1009,apartment,1000,2,2,1,1,1,0,w/d in unit,NA,fl
albany,1099,apartment,1100,2,2,1,1,1,0,no laundry on site,off-street parking,ny
tallahassee,829,apartment,809,2,2,1,1,1,1,w/d in unit,NA,fl
scranton / wilkes-barre,690,apartment,800,1,1,1,1,0,0,NA,off-street parking,pa
galveston,979,apartment,1100,2,2,1,1,1,0,laundry on site,carport,tx
portland,3995,townhouse,2500,4,3.5,1,1,0,0,w/d in unit,attached garage,or
treasure coast,1569,townhouse,1393,2,2.5,1,1,0,0,w/d hookups,attached garage,fl
baltimore,794,apartment,550,1,1,1,1,1,0,laundry on site,NA,md
western massachusetts,2300,house,2190,3,2,0,0,1,0,laundry in bldg,detached garage,ma
boulder,1510,apartment,857,1,1,1,0,0,0,w/d in unit,off-street parking,co
savannah / hinesville,1265,apartment,1100,3,2,1,1,1,0,w/d in unit,street parking,ga
topeka,725,apartment,1488,2,1.5,0,0,1,0,NA,NA,ks
hartford,1035,apartment,740,1,1,1,1,1,1,laundry in bldg,attached garage,ct
college station,925,apartment,692,1,1,1,1,0,0,w/d in unit,detached garage,tx
redding,2795,house,2360,4,3,0,0,0,0,w/d hookups,attached garage,ca
"kansas city, MO",806,apartment,1008,2,2,0,0,1,0,NA,NA,ks
las vegas,950,apartment,880,2,2,1,1,1,0,w/d in unit,carport,nv
greensboro,815,apartment,1024,2,1.5,1,1,1,0,NA,NA,nc
montgomery,735,apartment,1050,2,2,1,1,0,0,w/d in unit,NA,al
new haven,775,apartment,475,1,1,1,1,1,1,laundry in bldg,off-street parking,ct
omaha / council bluffs,660,apartment,700,1,1,1,1,1,0,laundry in bldg,detached garage,ia
memphis,1135,apartment,1009,2,2,1,1,1,0,w/d in unit,off-street parking,tn
minneapolis / st paul,1240,apartment,530,0,1,1,1,0,0,w/d in unit,attached garage,mn
boulder,1460,apartment,880,1,1,1,1,0,0,w/d in unit,off-street parking,co
monroe,545,apartment,408,0,1,1,1,1,0,laundry on site,off-street parking,la
grand forks,870,apartment,1075,2,1,1,1,0,0,laundry in bldg,off-street parking,nd
anchorage / mat-su,1100,apartment,1200,3,2,1,1,1,0,laundry on site,NA,ak
lincoln,910,apartment,909,1,1,0,0,0,0,w/d in unit,NA,ne
fayetteville,840,apartment,960,2,2,1,1,1,0,w/d in unit,NA,ar
houston,1600,townhouse,1288,2,2,1,1,1,0,w/d in unit,attached garage,tx
space coast,1304,apartment,704,1,1,0,0,1,0,NA,NA,fl
columbus,399,apartment,1376,4,4,0,0,1,0,NA,NA,ga
tucson,1005,apartment,868,2,2,1,1,1,0,laundry on site,off-street parking,az
little rock,500,duplex,868,2,1,0,0,0,0,w/d hookups,off-street parking,ar
la crosse,695,apartment,850,1,1,1,0,0,0,laundry in bldg,off-street parking,wi
san marcos,1512,apartment,1150,3,2,1,1,1,0,NA,NA,tx
tallahassee,850,townhouse,1000,2,2,0,0,1,0,w/d hookups,off-street parking,fl
las vegas,950,cottage/cabin,1000,1,1,0,0,0,0,laundry on site,off-street parking,nv
las vegas,1625,apartment,1663,2,2,1,1,1,0,w/d in unit,attached garage,nv
eastern CT,1200,condo,1200,2,1.5,0,0,0,0,w/d in unit,off-street parking,ct
san marcos,999,apartment,597,1,1,1,1,1,0,w/d in unit,carport,tx
space coast,1025,apartment,1000,2,2,1,1,1,0,w/d in unit,NA,fl
hawaii,2095,condo,861,2,1,0,0,0,0,w/d in unit,carport,hi
stockton,1355,apartment,975,2,1,1,1,1,0,laundry on site,carport,ca
lansing,585,apartment,500,1,1,1,0,1,0,laundry in bldg,carport,mi
logan,1059,apartment,684,1,1,0,0,1,0,NA,NA,ut
charleston,965,apartment,576,1,1,1,1,1,0,NA,NA,sc
worcester / central MA,1996,apartment,837,1,1,0,0,1,0,w/d in unit,off-street parking,ma
oklahoma city,569,house,1568,3,2,0,1,1,0,NA,attached garage,ok
new orleans,1055,apartment,1009,2,2,1,1,1,0,w/d in unit,off-street parking,la
ocala,1099,manufactured,1123,3,2,1,1,1,0,w/d hookups,carport,fl
augusta,845,apartment,960,2,1,0,0,1,0,w/d hookups,off-street parking,ga
salt lake city,996,apartment,866,2,1,1,1,0,0,w/d in unit,carport,ut
madison,2050,apartment,1261,3,1,0,0,0,0,laundry on site,off-street parking,wi
new orleans,3000,apartment,1200,1,2,1,1,0,1,w/d in unit,off-street parking,la
nashville,1150,apartment,927,1,1,0,0,1,0,NA,NA,tn
SF bay area,3845,apartment,830,1,1,0,0,1,0,laundry on site,NA,ca
greensboro,795,apartment,1248,3,2,1,1,1,0,w/d hookups,off-street parking,nc
lincoln,1009,apartment,1077,2,2,0,0,0,0,w/d in unit,NA,ne
kenosha-racine,970,apartment,2052,2,1,1,1,0,0,w/d in unit,off-street parking,wi
pittsburgh,840,apartment,532,1,1,1,1,1,0,laundry on site,off-street parking,pa
asheville,1200,apartment,1190,2,1,1,1,1,0,laundry on site,off-street parking,nc
moses lake,936,apartment,1102,3,2,1,1,1,0,w/d in unit,off-street parking,wa
nashville,920,apartment,775,1,1,1,1,1,0,laundry on site,off-street parking,tn
morgantown,1000,condo,870,1,1,0,0,1,0,w/d in unit,off-street parking,wv
ft myers / SW florida,1519,apartment,1330,3,2,1,1,1,0,w/d in unit,street parking,fl
augusta,860,apartment,960,2,1,1,1,1,0,w/d hookups,off-street parking,ga
san diego,2384,apartment,1274,2,2,1,1,1,0,w/d in unit,detached garage,ca
las vegas,870,apartment,624,1,1,1,1,1,0,laundry on site,street parking,nv
cincinnati,605,apartment,560,1,1,1,1,1,0,laundry in bldg,NA,oh
albuquerque,799,apartment,992,2,2,1,1,1,0,laundry on site,off-street parking,nm
daytona beach,820,apartment,710,1,1,0,0,1,0,NA,NA,fl
phoenix,1050,house,1300,3,2,0,0,0,0,w/d hookups,off-street parking,az
treasure coast,1950,townhouse,2213,3,2.5,0,0,1,0,NA,attached garage,fl
tucson,1019,apartment,886,2,1,1,1,1,0,w/d in unit,carport,az
grand forks,1000,apartment,1073,2,2,1,1,1,0,NA,NA,nd
hawaii,1850,condo,732,1,1,1,1,0,1,laundry in bldg,street parking,hi
denver,1105,apartment,800,2,1,1,1,1,0,laundry on site,off-street parking,co
dayton / springfield,650,apartment,660,1,1,1,0,1,0,laundry in bldg,off-street parking,oh
cleveland,1262,apartment,970,2,1.5,1,1,1,0,NA,NA,oh
hudson valley,1650,apartment,624,2,1,0,0,0,0,w/d in unit,off-street parking,ny
st cloud,1090,apartment,1115,2,2,1,1,0,0,w/d in unit,NA,mn
